GPSTIMESTAMP,BUSID,LINE,LATITUDE,LONGITUDE,VELOCITY,ID,SWVERSION_x,ELEVATION,NEIGHBORHOOD,ADMINISTRATIVEREGION,PARKING,TERMINAL,CORRIDOR,SWVERSION_y
2023-02-21 00:24:11,A27544,432,-22.97443,-43.18918,9.444444444444445,84455,2.0.14,25,024,5.0,,,1.0,2.0.14
2023-02-21 00:24:13,A27574,432,-22.91604,-43.25161,0.0,84568,2.0.14,27,036,9.0,,,25.0,2.0.14
2023-02-21 00:24:41,A27544,432,-22.97183,-43.18752,10.277777777777777,86192,2.0.14,17,024,5.0,,,1.0,2.0.14
2023-02-21 00:24:43,A27574,432,-22.91645,-43.25144,3.0555555555555554,86327,2.0.14,22,036,9.0,,,,2.0.14
2023-02-21 00:34:52,A27571,432,-22.92127,-43.25622,0.0,120848,2.0.14,32,038,9.0,5.0,,,2.0.14
2023-02-21 01:04:52,A27571,432,-22.92127,-43.25622,0.0,220959,2.0.14,32,038,9.0,5.0,,,2.0.14
2023-02-21 01:34:52,A27571,432,-22.92127,-43.25622,0.0,317063,2.0.14,32,038,9.0,5.0,,,2.0.14
2023-02-21 02:04:52,A27571,432,-22.92127,-43.25622,0.0,410114,2.0.14,32,038,9.0,5.0,,,2.0.14
2023-02-21 02:34:52,A27571,432,-22.92127,-43.25622,0.0,503535,2.0.14,32,038,9.0,5.0,,,2.0.14
2023-02-21 03:04:52,A27571,432,-22.92127,-43.25622,0.0,596878,2.0.14,32,038,9.0,5.0,,,2.0.14
2023-02-21 03:34:52,A27571,432,-22.92127,-43.25622,0.0,691583,2.0.14,32,038,9.0,5.0,,,2.0.14
2023-02-21 04:04:52,A27571,432,-22.92127,-43.25622,0.0,789425,2.0.14,32,038,9.0,5.0,,,2.0.14
2023-02-21 04:17:00,A27571,432,-22.92127,-43.25622,0.0,830513,2.0.14,32,038,9.0,5.0,,,2.0.14
2023-02-21 04:17:30,A27571,432,-22.92127,-43.25622,0.0,832184,2.0.14,32,038,9.0,5.0,,,2.0.14
2023-02-21 04:18:00,A27571,432,-22.92127,-43.25622,0.0,833952,2.0.14,32,038,9.0,5.0,,,2.0.14
2023-02-21 04:18:30,A27571,432,-22.92127,-43.25622,0.0,835659,2.0.14,32,038,9.0,5.0,,,2.0.14
2023-02-21 04:19:00,A27571,432,-22.92127,-43.25622,0.0,837393,2.0.14,32,038,9.0,5.0,,,2.0.14
2023-02-21 04:19:30,A27571,432,-22.92127,-43.25622,0.0,839080,2.0.14,32,038,9.0,5.0,,,2.0.14
2023-02-21 04:20:00,A27571,432,-22.92127,-43.25622,0.0,840885,2.0.14,32,038,9.0,5.0,,,2.0.14
2023-02-21 04:20:30,A27571,432,-22.92126,-43.25623,0.0,842611,2.0.14,32,038,9.0,5.0,,,2.0.14
2023-02-21 04:21:00,A27571,432,-22.9203,-43.25603,4.444444444444445,844323,2.0.14,28,038,9.0,5.0,,,2.0.14
2023-02-21 05:29:00,A27571,432,-22.97691,-43.23016,9.722222222222221,1108591,2.0.14,24,029,6.0,,,,2.0.14
2023-02-21 05:29:30,A27571,432,-22.97896,-43.22984,8.055555555555555,1110673,2.0.14,18,029,6.0,,52.0,,2.0.14
2023-02-21 05:30:00,A27571,432,-22.97909,-43.23109,0.0,1112810,2.0.14,16,029,6.0,,52.0,,2.0.14
2023-02-21 05:30:30,A27571,432,-22.97909,-43.23109,0.0,1114928,2.0.14,16,029,6.0,,52.0,,2.0.14
2023-02-21 05:31:00,A27571,432,-22.97909,-43.23109,0.0,1117108,2.0.14,16,029,6.0,,52.0,,2.0.14
2023-02-21 05:31:30,A27571,432,-22.97909,-43.23109,0.0,1119250,2.0.14,16,029,6.0,,52.0,,2.0.14
2023-02-21 05:32:00,A27571,432,-22.97909,-43.23109,0.0,1121384,2.0.14,16,029,6.0,,52.0,,2.0.14
2023-02-21 05:32:30,A27571,432,-22.97909,-43.23109,0.0,1123603,2.0.14,16,029,6.0,,52.0,,2.0.14
